listing_id,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,color,doors
BMW101577,1 Series,2013,26629.69,Automatic,129169,Electric,145,38.6,2,Green,4
BMW101578,X3,2011,15131.02,Semi-Auto,155611,Petrol,125,37.8,2,Black,4
BMW101579,5 Series,2007,3894.57,Manual,202314,Diesel,125,44.5,1.5,Black,5
BMW101580,3 Series,2023,45101.19,Manual,9054,Petrol,150,25.1,3,Red,3
BMW101581,2 Series,2012,23841.41,Automatic,141228,Diesel,150,27.5,4.4,Grey,4
BMW101582,1 Series,2020,27978.01,Manual,40681,Diesel,150,40.5,1.6,White,3
BMW101583,5 Series,2018,33645.46,Manual,86715,Hybrid,125,35.8,2,White,4
BMW101584,2 Series,2005,5677.94,Automatic,234629,Diesel,125,44.9,2,Black,5
BMW101585,3 Series,2019,40913.93,Manual,77340,Hybrid,0,25.8,4.4,Grey,3
BMW101586,7 Series,2013,33046.04,Automatic,133006,Hybrid,,36.3,1.5,Blue,4
BMW101587,X3,2006,12669.58,Manual,236299,petrol,30,35.8,3.5,Black,4
BMW101588,8 Series,2011,39857.01,Automatic,148775,Diesel,125,28,3,Green,4
BMW101589, 1 Series ,2017,27599.09,Automatic,79849,Petrol,235,34.2,1.5,White,4
BMW101590,X4,2027,17472.37,Semi-Auto,153705,Diesel,150,36.8,2,White,5
BMW101591,X1,2010,17751.56,Automatic,,Diesel,150,28.6,1.6,Grey,4
BMW101592,X4,2013,19097.4,Automatic,149667,  Petrol  ,,51.9,2,White,4
BMW101593,X1,2014,26144.2,Automatic,116890,Petrol,145,42.7,2,Green,4
BMW101594,5 Series,2014,26154.16,Automatic,119040,Hybrid,235,35.5,3,Red,5
BMW101595,3 Series,2010,15725.69,Manual,176163,Petrol,20,41.8,3,Green,4
BMW101596,2 Series,2007,9070.3,Semi-Auto,201220,Petrol,150,50.2,2,Red,5
BMW101597,7 Series,2012,39067.13,Automatic,146956,Diesel,145,28.6,3,Green,4
BMW101598,4 Series,2022,38412.14,Automatic,30106,Petrol,205,29.2,2,White,4
BMW101599,1 Series,2012,13783.15,Semi-Auto,135634,Diesel,145,52.8,1.6,Black,4
BMW101600,X4,2015,35771.23,Automatic,102030,Electric,30,36.3,3,Red,4
BMW101601,M5,2010,23625.8,Manual,184962,petrol,145,33.7,1.5,Silver,5
BMW101602,2 Series,2018,35018.35,Manual,47044,Petrol,145,47.4,3,Black,4
BMW101603,X3,2005,8189.03,Manual,229688,Petrol,235,43.7,2,Silver,4
BMW101604,5 Series,2006,7362.61,Semi-Auto,221865,Diesel,30,27,2,Grey,4
BMW101605,3 Series,2009,14164.27,Manual,174325,Petrol,205,32.1,2,Red,5
BMW101606,5 Series,2020,33400.05,Semi-Auto,49313,Petrol,20,34.4,1.5,Black,5
BMW101607,5 Series,2005,14270.13,Manual,219591,Petrol,30,21,4.4,Grey,5
BMW101608,3 Series,2008,12214.01,Automatic,192727,Petrol,125,28.3,3,Green,5
BMW101609,M3,2022,63997.84,Manual,23682,Diesel,125,38.1,1.6,Black,3
BMW101610,1 Series,2016,31055.23,Semi-Auto,103215,  Diesel  ,125,31.4,3,Grey,5
BMW101611,3 Series,2013,18699.58,Manual,139591,Diesel,30,33.1,2,Black,4
BMW101612,X1,2009,10377.59,Automatic,180211,Diesel,150,26.8,1.6,White,3
BMW101613,X1,2019,37322.36,automatic,63106,Diesel,20,,3,Grey,4
BMW101614,4 Series,2013,28359.6,Semi-Auto,132527,Hybrid,125,31.6,3,,5
BMW101615,4 Series,2017,33009.22,Automatic,92116,Diesel,20,26.4,3,Red,3
BMW101616,4 Series,2008,14282.46,Manual,186279,Diesel,150,32,3.5,Green,4
BMW101617,X5,2006,12676.42,Manual,216818,Diesel,205,39.2,2,Black,4
BMW101618,1 Series,2007,14927.35,Semi-Auto,208110,diesel,145,,2.5,Red,4
BMW101619,3 Series,2008,4304.65,Semi-Auto,204557,Petrol,125,44.3,2,Green,3
BMW101620,X1,2011,25100.97,Automatic,149295,Petrol,205,33.1,3.5,Silver,5
BMW101621,X4,2007,9481.26,Manual,205648,Petrol,,41.6,2,Green,5
BMW101622,X3,2017,30201.57,Manual,78575,Petrol,30,22.8,2,White,4
BMW101623,2 Series,2021,44913.68,Semi-Auto,38836,Petrol,20,47.8,3.5,White,4
BMW101624,3 Series,2005,4318.56,Automatic,224464,Diesel,145,41.7,2,White,4
BMW101625,4 Series,2012,19979.33,Automatic,146679,Petrol,145,29.1,2,Blue,5
BMW101626, 5 Series ,2007,10569.55,Automatic,186212,Petrol,125,21.6,2,Red,4
BMW101627,3 Series,2021,35986.64,Semi-Auto,44360,Diesel,150,43.2,2,,4
BMW101628,X1,2014,20761.04,Manual,113745,Petrol,30,,2,Red,3
BMW101629,M2,2010,31144.57,Automatic,163813,Petrol,125,41.7,2,,5
BMW101630,3 Series,2013,17909.24,Manual,130017,Petrol,0,55.5,1.5,Red,4
BMW101631,5 Series,2014,30282.23,Semi-Auto,120339,Electric,20,,2,Blue,4
BMW101632,X3,2008,15446.36,Automatic,195372,Diesel,30,25.9,3.5,White,5
BMW101633,3 Series,2006,8663.55,Manual,227464,Diesel,145,29.6,3,Black,4
BMW101634,3 Series,2013,20881.22,Manual,126195,PETROL,125,29,2,Grey,2
BMW101635,X7,2005,13967.22,Semi-Auto,226534,Petrol,30,39.3,1.6,Silver,3
BMW101636,3 Series,2014,21099.53,Automatic,126934,Diesel,150,48.4,2,Blue,4
BMW101637,X3,2021,41646.59,MANUAL,38134,Petrol,125,36.1,3,White,4
BMW101638,8 Series,2006,18014.75,Manual,,Petrol,145,55.1,1.5,Silver,5
BMW101639,4 Series,2010,15894.5,Manual,170620,Petrol,125,44.5,2,Silver,4
BMW101640,X3,2017,29009.83,Automatic,90327,Petrol,125,35.1,2.5,Blue,2
BMW101641,3 Series,2021,35125.15,Automatic,35540,Diesel,125,30,1.5,White,2
BMW101642,7 Series,2020,59426.27,Automatic,53244,Petrol,20,41.2,3,Black,5
BMW101643,X1,2020,35679.89,Semi-Auto,42227,DIESEL,30,59.5,2,Blue,4
BMW101644,5 Series,2011,20624.81,Semi-Auto,148811,Diesel,145,34.6,2.5,Black,5
BMW101645,X3,2015,24676.22,Semi-Auto,119193,Hybrid,145,40.2,1.5,,4
BMW101646,5 Series,2017,23306.33,Manual,88621,Diesel,0,26.2,2.5,Black,5
BMW101647,X3,2013,23277.02,Automatic,144277,Diesel,150,30.3,2,Black,5
BMW101648,7 Series,2016,49043.94,  Manual  ,88362,Petrol,125,47.5,2,,4
BMW101649,5 Series,2022,38568.85,Automatic,33015,Petrol,,31.2,3,Red,4
BMW101650,5 Series,2020,33877.31,Automatic,53489,Diesel,145,36.8,2,White,5
BMW101651,X1,2006,12067.71,Manual,213108,Diesel,145,34.7,3.5,Green,2
BMW101652,X5,2010,32524.63,Automatic,176977,Petrol,235,29.3,3,White,3
BMW101653,6 Series,2011,23332.79,Semi-Auto,145884,Petrol,20,32.7,2.5,White,4
BMW101654,Z4,2023,43470.44,Semi-Auto,10311,Petrol,145,33.9,3,Blue,4
BMW101655,X1,2007,12745.62,Manual,200377,Electric,125,39.4,1.5,White,5
BMW101656,5 Series,2018,32727.17,Semi-Auto,66264,Petrol,145,38,2.5,White,4
BMW101657,3 Series,2014,27045.44,Semi-Auto,113020,Petrol,150,31.5,3,,5
BMW101658, 5 Series ,2012,21824.13,Semi-Auto,134571,Petrol,125,42.8,3.5,Red,2
BMW101659,M5,2020,60357.47,Semi-Auto,60877,Diesel,30,23.2,3,Silver,4
BMW101660,X3,2005,8698.82,Automatic,233433,Hybrid,30,41,2.5,Grey,5
BMW101661,M3,2015,48868.33,Semi-Auto,,Diesel,125,34.6,3,Silver,5
BMW101662,3 Series,2022,38963.46,Automatic,33589,Hybrid,30,35.1,2.5,Red,5
BMW101663,1 Series,2021,35742.34,Automatic,38365,Diesel,205,29.7,2,Blue,3
BMW101664,X2,2009,6956.12,Manual,190078,Diesel,30,40.5,1.5,Green,4
BMW101665,i3,2005,11991.13,Automatic,227139,Diesel,145,29.3,3.5,Grey,5
BMW101666,3 Series,2022,43258.66,  Manual  ,36230,Diesel,145,,3,Grey,5
BMW101667,1 Series,2021,36230.38,Manual,28301,Petrol,150,46.4,2,Silver,4
BMW101668,4 Series,2007,9831.89,Automatic,206430,Petrol,145,43.7,2,Green,4
BMW101669,X6,2012,36475,Automatic,141515,Hybrid,30,42.3,1.6,,4
BMW101670,M4,2021,70793.14,Semi-Auto,15345,Diesel,145,34.5,,,4
BMW101671,X6,2023,70823.53,Automatic,11930,Diesel,125,24,3.5,Black,5
BMW101672,3 Series,2012,29583.13,Automatic,143740,Diesel,145,,4.4,White,5
BMW101673,X1,2014,19914.72,Semi-Auto,126167,Hybrid,125,37.8,1.6,Black,5
BMW101674,5 Series,2018,36845.29,Automatic,80703,Electric,20,49.2,1.6,Blue,5
BMW101675, X3 ,2006,16179.16,Semi-Auto,210121,Diesel,150,26.1,4.4,Blue,5
BMW101676,X3,2014,26526.62,Semi-Auto,118888,Diesel,125,29,2.5,Grey,4
BMW101677,7 Series,2018,57924.88,Semi-Auto,88897,Petrol,20,18.3,3,Black,3
BMW101678,1 Series,2020,32524.32,Automatic,50152,Diesel,150,27.9,2,,4
BMW101679,X3,2022,37933.96,Manual,19960,Petrol,20,43.6,2,Black,4
BMW101680,i3,2015,25423.83,Semi-Auto,91051,Petrol,125,28.9,1.6,Blue,3
BMW101681,1 Series,2012,14023.41,Manual,141385,Petrol,235,34.3,1.6,Grey,4
BMW101682,X1,2019,27626.58,Manual,57584,Diesel,125,30.9,2,Grey,4
BMW101683,6 Series,2011,17703.76,Manual,153794,Hybrid,20,36.9,1.6,Blue,4
BMW101684,M5,2008,28207.15,Automatic,198800,Diesel,145,32.5,3.5,Green,4
BMW101685,X1,2017,32970.37,Semi-Auto,89922,Diesel,145,32.8,3,Blue,3
BMW101686,3 Series,2019,32180.16,Manual,67297,Petrol,30,24.8,2.5,Black,5
BMW101687,3 Series,2012,21950.28,Semi-Auto,157833,Hybrid,125,28.9,3.5,Grey,5
BMW101688,X2,2022,43565.38,Automatic,32290,Petrol,125,33.3,3,White,4
BMW101689,X1,2014,27042.04,Manual,110344,Petrol,125,18.7,3,Black,5
BMW101690,3 Series,2021,36280.72,Automatic,45913,Petrol,150,41.3,3,Silver,3
BMW101691,X1,2018,26179.85,Semi-Auto,74907,Diesel,235,32.6,2.5,Green,5
BMW101692, 4 Series ,2011,20129.3,Automatic,147366,Diesel,20,15,3,Grey,4
BMW101693,1 Series,2013,22724.79,Semi-Auto,134805,Petrol,150,36,2.5,Black,4
BMW101694,3 Series,2018,26514.01,Manual,75095,Petrol,205,37.4,1.5,Black,4
BMW101695,i3,2019,30294.99,Manual,69646,  Diesel  ,150,19.8,2,Red,4
BMW101696,X2,2019,29711,Automatic,57374,Diesel,150,42.1,1.5,Red,5
BMW101697,X1,2014,26899.06,Semi-Auto,116499,Hybrid,145,32.6,3,Blue,4
BMW101698,1 Series,2017,26606.01,Automatic,87604,Diesel,125,49.9,1.5,Silver,5
BMW101699,6 Series,2022,34559.72,Semi-Auto,31192,petrol,125,,2,Red,2
BMW101700,7 Series,2018,54607.43,Semi-Auto,78599,Hybrid,150,20.9,3,Grey,4
BMW101701,3 Series,2013,22532.56,Automatic,129100,Diesel,125,28.3,2,Grey,4
BMW101702,M5,2022,71477.1,Automatic,26287,Petrol,150,24.4,3.5,,4
BMW101703,3 Series,2017,32162.99,Semi-Auto,86173,Hybrid,145,15.8,3,,5
BMW101704,4 Series,2016,25775.09,Automatic,111975,Petrol,145,41.2,2,Green,3
BMW101705,X1,2012,19263.1,Manual,140946,Petrol,125,29.2,3,Blue,4
BMW101706,X3,2014,15872.08,Manual,123713,Diesel,20,,2,White,3
BMW101707,X2,2016,25371.34,Manual,83342,Petrol,0,46.3,2,Silver,5
BMW101708,3 Series,2018,41323.84,Automatic,61372,Diesel,150,26.5,3.5,White,5
BMW101709,M2,2017,56109.13,Manual,91436,Diesel,145,29.4,3,Red,3
BMW101710,5 Series,2019,36532.28,Manual,65305,Diesel,145,30.1,2,Grey,5
BMW101711,X1,2020,44041.3,Manual,43404,Petrol,125,36.7,3.5,Black,5
BMW101712,3 Series,2008,14621.55,MANUAL,202813,Petrol,235,34.4,2,Silver,2
BMW101713,Z4,2005,12887.83,Semi-Auto,232138,petrol,0,22.6,3.5,Red,3
BMW101714,7 Series,2019,64280.15,Manual,58918,Petrol,125,29.7,3.5,Grey,4
BMW101715,3 Series,2007,4093.86,Semi-Auto,207435,Diesel,125,23.9,1.6,Silver,5
BMW101716,X4,2005,3260.09,Manual,224109,Diesel,150,39.6,1.6,Green,3
BMW101717,X3,2008,12142.78,Automatic,192223,Diesel,20,36.9,2,Silver,4
BMW101718,4 Series,2020,34998.21,Automatic,50800,PETROL,205,48,2.5,Silver,5
BMW101719,3 Series,2009,16635.32,Semi-Auto,174304,Hybrid,205,42.6,3,Black,5
BMW101720,3 Series,2005,10774.39,Manual,221779,Petrol,150,21.9,4.4,Red,4
BMW101721, M2 ,2015,62813.39,Automatic,103062,Electric,20,40,3,Green,4
BMW101722,X1,2005,1500,Automatic,226729,Petrol,125,38.6,1.5,White,3
BMW101723,3 Series,2008,16933.81,Automatic,197194,Petrol,205,15,3.5,Red,4
BMW101724,X1,2010,16764.58,Automatic,166363,Petrol,150,32.7,2,Blue,4
BMW101725,M4,2009,33180.62,Automatic,174734,Petrol,30,27.3,3.5,Green,2
BMW101726,7 Series,2005,17121.54,Automatic,232320,Diesel,125,32,2.5,Red,4
BMW101727,X1,2015,28873.32,Automatic,112111,Petrol,125,21.6,2.5,Red,5
BMW101728,X2,2017,29326.53,Manual,74295,Petrol,145,46,1.6,Green,3
BMW101729,X1,2022,42848.81,Automatic,22256,Petrol,125,27,3.5,Green,2
BMW101730,3 Series,2012,16929.99,Automatic,137041,Petrol,205,39.9,2,Green,3
BMW101731,5 Series,2023,42863,Manual,5527,Petrol,150,33.3,3.5,Blue,4
BMW101732,5 Series,2012,17783.73,Manual,144543,Diesel,150,44.9,1.6,Green,5
BMW101733,3 Series,2011,21271.1,Semi-Auto,164094,Petrol,235,39,2.5,Silver,3
BMW101734,M4,2006,28655.18,Manual,218389,Hybrid,20,17.8,4.4,Green,5
BMW101735,3 Series,2023,39959.99,Automatic,3838,Diesel,235,,2.5,Red,2
BMW101736,3 Series,2020,33525.21,Manual,33921,Hybrid,235,43.7,2,Silver,5
BMW101737,X3,2020,32650.41,  Semi-Auto  ,41806,Hybrid,30,32.6,1.5,White,4
BMW101738,X1,2009,11904.7,Automatic,177209,Petrol,150,37.2,1.6,Red,4
BMW101739,3 Series,2018,29145.7,Semi-Auto,78177,Petrol,30,28.1,1.6,Silver,4
BMW101740,X1,2006,8285.73,Automatic,224008,Diesel,205,48.5,2,Blue,4
BMW101741,1 Series,2010,19198.53,Manual,176974,Hybrid,125,26.5,3.5,Blue,2
BMW101742,4 Series,2008,13615.63,Automatic,185125,Diesel,20,42,2.5,Green,4
BMW101743,6 Series,2009,8045.53,Manual,186994,Petrol,205,39.9,1.5,Blue,4
BMW101744,6 Series,2017,32056.89,Manual,78656,Petrol,145,0,2.5,Red,5
BMW101745,3 Series,2010,18141.89,Automatic,180600,petrol,125,41.6,3.5,Black,4
BMW101746,6 Series,2013,23404.52,Automatic,128719,Petrol,20,34.5,,Green,4
BMW101747,5 Series,2014,22136.76,Manual,124847,Hybrid,30,35.1,2.5,Silver,5
BMW101748,4 Series,2020,36664.77,Manual,48204,Petrol,145,27.9,3,Silver,3
BMW101749,X5,2022,73326.79,Manual,28832,Diesel,125,30.8,3.5,Blue,5
BMW101750, X2 ,2019,32128.64,Automatic,69827,Diesel,145,45.5,2,Red,4
BMW101751,6 Series,2023,44350.4,Automatic,15856,Petrol,150,37.3,3.5,White,4
BMW101752,3 Series,2011,18279.41,Automatic,150968,Hybrid,150,43.7,3,Blue,4
BMW101753,1 Series,2011,17758.91,Automatic,159995,Hybrid,145,29.3,2,Black,4
BMW101754,5 Series,2012,36826.28,Automatic,137981,Electric,235,29.1,4.4,Silver,3
BMW101755,8 Series,2018,54398.04,Manual,52911,Petrol,125,42.3,2.5,Blue,5
BMW101756,X1,2007,11821.17,Manual,200105,Diesel,125,32.3,1.6,Green,4
BMW101757,X2,2014,21496.35,Automatic,105522,Petrol,125,33.3,3.5,Green,3
BMW101758,2 Series,2022,38330.97,Automatic,23432,Diesel,125,41.2,2,Grey,3
BMW101759,3 Series,2012,15117.89,Manual,148052,Petrol,145,30.8,2,Red,3
BMW101760,3 Series,2009,11856.21,Semi-Auto,179463,Petrol,235,24.7,2,Silver,5
BMW101761,5 Series,2017,33261.44,Automatic,87519,Diesel,,28.9,2.5,Green,4
BMW101762,X4,2008,5038.14,Manual,189653,Diesel,150,28.1,1.5,Silver,4
BMW101763,3 Series,2008,7875.2,Automatic,196156,Petrol,125,,2,Silver,5
BMW101764,X3,2017,31567.77,Automatic,96285,Petrol,20,45.3,3,White,5
BMW101765,X1,2015,26071.36,Semi-Auto,104448,Diesel,150,21.5,2.5,Green,4
BMW101766,X1,2014,20673.49,Automatic,121739,hybrid,0,38.1,1.5,Silver,4
BMW101767,5 Series,2010,10517.59,Manual,176577,Petrol,205,38.8,2,Silver,4
BMW101768,M3,2007,25892.73,Automatic,201308,  Diesel  ,145,46.5,2.5,Silver,4
BMW101769,X1,2021,34416.91,Automatic,30368,Diesel,125,35,2,White,4
BMW101770,3 Series,2015,33169.26,Semi-Auto,92890,Petrol,205,27.2,4.4,Silver,5
BMW101771,3 Series,2013,25879.33,Automatic,125821,Diesel,145,26.3,3.5,Green,4
BMW101772,3 Series,2015,27500.11,Semi-Auto,103563,Petrol,,36,2,Grey,5
BMW101773,X1,2022,31939.5,Manual,30112,Diesel,150,28.9,1.5,Green,4
BMW101774, 3 Series ,2018,34367.88,Automatic,69923,Petrol,125,30.9,3,Red,5
BMW101775,3 Series,2015,25823.97,Automatic,125379,Petrol,145,24.7,3.5,Green,4
BMW101776,1 Series,2012,19273.17,Manual,150682,Petrol,20,30.6,3,Black,5
BMW101777,X3,2008,10327.66,Automatic,185072,Diesel,125,30.2,3,Silver,5
BMW101778,X7,2022,62675.24,Automatic,19280,Petrol,30,42,2.5,White,5
BMW101779,5 Series,2020,31931.54,Automatic,54391,Hybrid,125,49.9,2,Black,5
BMW101780,4 Series,2016,31306.35,Manual,88820,diesel,,33.8,3,White,4
BMW101781,3 Series,2017,28905.2,Automatic,66918,Hybrid,125,41.4,2,White,5
BMW101782,X1,2007,13107.52,AUTOMATIC,199188,Diesel,145,43.4,2,Red,2
BMW101783,X3,2017,32334.22,Automatic,70757,Diesel,205,36.4,2.5,Blue,4
BMW101784,2 Series,2015,25378.65,Automatic,110301,Petrol,235,32.4,1.5,Silver,4
BMW101785,5 Series,2023,44662.73,Manual,500,Diesel,,36,2,,4
BMW101786,6 Series,2017,28488.57,Manual,84931,Petrol,20,34.6,1.6,,4
BMW101787,X3,2011,14605.19,Automatic,160342,Petrol,150,36.5,1.6,Grey,5
BMW101788,X3,2005,10471.67,Semi-Auto,227792,Diesel,205,23.7,3.5,Grey,5
BMW101789,3 Series,2005,10415.1,Automatic,214780,ELECTRIC,125,48.9,2,,4
BMW101790,5 Series,2020,33810.03,Automatic,59366,Diesel,125,35.3,2,Grey,4
BMW101791,5 Series,2007,10255.27,Automatic,203290,Petrol,205,30.7,2,White,3
BMW101792,2 Series,2011,20108.67,Manual,160105,Petrol,125,28.6,3.5,Blue,4
BMW101793,Z4,2009,11434.88,Manual,182437,Petrol,145,33.3,2.5,Black,4
BMW101794,3 Series,2017,27411.3,Automatic,86812,Hybrid,30,32.9,2,White,4
BMW101795,1 Series,2023,43232.69,Manual,13234,Petrol,150,37.7,2,Grey,4
BMW101796,1 Series,2017,27782.08,Automatic,83921,Diesel,125,46.6,1.6,Grey,5
BMW101797,X3,2015,26828.02,Automatic,114269,Petrol,145,50.2,3,Green,4
BMW101798,1 Series,2014,19917.48,Semi-Auto,121927,Diesel,125,41,1.6,Blue,4
BMW101799,6 Series,2013,31906.85,Automatic,138934,Electric,235,41.4,2,Grey,4
BMW101800,X4,2007,8288.18,Automatic,200757,Petrol,205,34.5,2,Black,5
BMW101801,2 Series,2011,26773.35,Automatic,160737,Electric,145,38.3,2,Green,5
BMW101802,1 Series,2016,25948.16,Automatic,110506,Diesel,125,25.1,2,Blue,5
BMW101803,1 Series,2013,22535.24,Semi-Auto,126946,Petrol,205,36.4,2,,4
BMW101804,X2,2015,26529.72,Manual,117549,Petrol,30,28.2,2.5,Blue,5
BMW101805, 7 Series ,2020,63720.72,Automatic,42511,Diesel,235,32.1,3.5,Red,2
BMW101806,X2,2006,8373.39,Automatic,224022,Diesel,235,45.5,1.5,Blue,5
BMW101807,3 Series,2011,14501.41,Semi-Auto,162746,Petrol,125,33.2,2.5,Black,4
BMW101808,4 Series,2023,40357.95,Automatic,22905,Diesel,145,,2.5,Red,5
BMW101809,2 Series,2023,38788.64,Manual,13166,Hybrid,,48.6,2,Grey,3
BMW101810,X3,2006,9574.31,Manual,208125,Diesel,235,28.9,2.5,,4
BMW101811,6 Series,2015,33526.41,Manual,103705,Diesel,30,,3.5,Silver,4
BMW101812,X6,2016,39797.53,Automatic,94534,Hybrid,20,37.4,1.5,Black,5
BMW101813,4 Series,2013,14102.04,Semi-Auto,139711,Diesel,150,36.2,2,Green,4
BMW101814, 1 Series ,2020,31210,Automatic,47395,Diesel,150,29.6,1.5,White,4
BMW101815, 2 Series ,2023,37673.43,Automatic,9777,Diesel,20,,2,Blue,2
BMW101816,3 Series,2021,39089.8,Semi-Auto,35404,Petrol,125,28.7,3.5,White,3
BMW101817,X6,2014,45741.6,Automatic,123315,Petrol,145,39,3,Silver,4
BMW101818,4 Series,2006,8788.44,Automatic,210570,Diesel,145,36.6,1.6,White,4
BMW101819,4 Series,2020,28728.57,Semi-Auto,47930,diesel,145,46.2,2,Silver,2
BMW101820,1 Series,2021,35742.34,Automatic,38365,Diesel,205,29.7,2,Blue,3
BMW101821,1 Series,2011,14339.33,Manual,151844,Diesel,145,44.3,1.5,Red,3
BMW101822,1 Series,2013,16742.88,Manual,125335,Petrol,205,35,2.5,White,4
BMW101823,1 Series,2017,30092.39,Manual,78677,Diesel,150,30.2,1.6,Grey,5
BMW101824,7 Series,2007,28098.57,Automatic,212436,Petrol,30,31.8,3,Black,5
BMW101825,X3,2009,12835.95,Manual,188878,Hybrid,145,32.5,2,Silver,3
BMW101826,X5,2012,31354.61,Automatic,144246,diesel,145,43.2,2,Red,4
BMW101827,3 Series,2008,10909.24,Automatic,186228,Petrol,150,30.3,1.5,Grey,5
BMW101828,X1,2022,46874.64,Automatic,32421,Diesel,150,32.3,3.5,Blue,5
BMW101829,5 Series,2020,33944.27,Automatic,44962,Hybrid,235,49.6,1.5,Grey,5
BMW101830,2 Series,2011,16738.09,Automatic,155124,Petrol,235,37.1,1.6,Green,4
BMW101831,5 Series,2015,27096.64,Automatic,106689,Diesel,125,37.4,3,Grey,5
BMW101832,X6,2019,53904.9,Semi-Auto,47024,  Petrol  ,205,42.4,1.6,Silver,4
BMW101833,X1,2012,19785.41,Semi-Auto,145243,Petrol,30,39.8,2,Blue,4
BMW101834,M4,2007,23601.98,Manual,201542,Petrol,30,38.2,2,White,3
BMW101835, 1 Series ,2008,12333.16,Manual,194846,Hybrid,125,31.9,2,White,4
BMW101836,M3,2009,29599.92,Semi-Auto,189151,Diesel,150,27.4,,Red,5
BMW101837,X1,2013,21084.02,Automatic,132504,Petrol,205,30.4,2,Red,4
BMW101838,5 Series,2011,16962.4,Semi-Auto,156150,Petrol,125,33.6,2,Grey,4
BMW101839,3 Series,2021,35414.91,Manual,34713,Petrol,150,24.6,2,White,4
BMW101840,X4,2013,23888.57,Automatic,137215,Hybrid,150,21.9,3,Green,5
BMW101841,i3,2011,17615.33,Automatic,154275,Diesel,145,54.7,1.5,Grey,4
BMW101842,3 Series,2006,13152.03,Semi-Auto,204117,Diesel,,20,3.5,Silver,4
BMW101843,2 Series,2022,40281.45,Manual,16392,Petrol,125,43.8,1.6,Blue,5
BMW101844,X5,2006,14049.37,Automatic,215811,Petrol,125,47.3,2,White,4
BMW101845,3 Series,2008,6698.48,Automatic,185707,Diesel,150,39,2,Blue,4
BMW101846,X3,2019,38825.59,Semi-Auto,62549,Diesel,,37.2,4.4,Green,5
BMW101847,X1,2021,38963.04,Manual,35154,Petrol,,56.2,,Blue,3
BMW101848,1 Series,2011,10320.74,Manual,161789,Diesel,145,40.3,1.5,Black,2
BMW101849,5 Series,2009,,Semi-Auto,177332,Diesel,145,24.8,1.6,Grey,4
BMW101850,X1,2019,30181.84,Automatic,67399,Petrol,125,36.2,2,White,4
BMW101851,X5,2015,47998.09,Manual,110264,Diesel,150,42.8,2.5,Blue,5
BMW101852,2 Series,2020,38821.36,Semi-Auto,48275,Petrol,145,33.4,3.5,Red,4
BMW101853,X1,2006,7607.85,Semi-Auto,225826,Diesel,150,42.6,2,Silver,4
BMW101854, X7 ,2019,56043.68,Semi-Auto,66581,Petrol,145,22.2,2,Silver,5
BMW101855,1 Series,2016,31371.73,Manual,98248,Petrol,,24.1,3.5,Grey,3
BMW101856,X3,2012,14556.66,Automatic,131787,Petrol,125,21.5,1.6,Grey,4
BMW101857,3 Series,2007,11131.69,Semi-Auto,202742,Hybrid,30,52.5,2,Black,4
BMW101858,7 Series,2017,58022.22,Automatic,70833,Diesel,,37,3,Green,3
BMW101859,X3,2008,5988.17,Manual,195204,Petrol,20,25,2,Grey,4
BMW101860,8 Series,2008,28216.81,Manual,182638,Diesel,0,31.5,2.5,Blue,4
BMW101861, 6 Series ,2006,11672.76,Manual,215277,Petrol,145,35.5,3,White,5
BMW101862,7 Series,2006,25627.2,Manual,216992,Hybrid,145,39.1,3,Grey,2
BMW101863,5 Series,2016,29622.92,Automatic,103954,Diesel,30,,3,,5
BMW101864,3 Series,2005,10616.57,Semi-Auto,229140,Petrol,125,28.7,3,,5
BMW101865,8 Series,2016,46207.88,Automatic,,Petrol,125,30.7,2,Blue,5
BMW101866,3 Series,2021,42179.28,manual,38717,  Petrol  ,145,,3.5,Blue,4
BMW101867,4 Series,2014,25696.9,Automatic,116331,Petrol,205,26.4,3,Black,4
BMW101868,3 Series,2013,26046.58,Automatic,127068,Hybrid,20,33,3,Grey,4
BMW101869,i3,2006,6291.55,Automatic,213568,Diesel,30,45.2,,Grey,4
BMW101870,1 Series,2023,45416.67,Semi-Auto,9494,Petrol,125,22.5,3,,3
BMW101871,2 Series,2012,19517.93,Manual,134197,Diesel,150,40.2,2,Silver,4
BMW101872,X1,2007,8617.56,Semi-Auto,202439,Diesel,125,36.9,2,White,5
BMW101873, X2 ,2012,19006.98,Manual,150363,Petrol,145,16.3,2,White,4
BMW101874, 5 Series ,2016,17906.94,Manual,89807,Petrol,150,44.7,1.5,,4
BMW101875,3 Series,2020,35003.46,Semi-Auto,46702,Petrol,20,35.1,2,Blue,4
BMW101876,2 Series,2017,28431.13,Manual,102253,Petrol,145,33.1,2,Green,5
BMW101877,5 Series,2005,14347.34,Semi-Auto,228840,Hybrid,0,25.3,4.4,White,4
BMW101878,5 Series,2010,19834.18,Automatic,163542,Diesel,,43.1,2.5,Blue,4
BMW101879,i3,2013,20449.59,Automatic,138886,Diesel,0,45.2,2,Black,5
BMW101880,X6,2020,66632.96,Manual,,Diesel,205,21.4,4.4,Silver,3
BMW101881,X1,2005,10230.81,Automatic,229684,Diesel,125,46.1,2.5,Red,4
BMW101882,M2,2011,37103.79,Automatic,152140,Diesel,30,31.9,3,,5
BMW101883,X4,2017,28676.92,Manual,89902,Petrol,205,19.9,1.6,Green,5
